area1,place,time,area,rating,snippet
제주도, 우도,2018년 12월,X,5,땅콩 아이스크림 꼭드세요. 해안도로 드라이브 꼭 해보세요. 한국이 아닌 느낌입니다. 그리고 중간쯤가면 해물라면 파는집도 많으니 꼭 한그릇 드세요. 물이 에메랄드 빛입니다. 여름에갔으면 물에 퐁당 빠졌을 것 같아요 !! 
제주도, 우도,2018년 12월,"인천, 대한민국",4,들어가고 이동하는데 불편함이 있지만 그래도 자연경관도 멋지고 땅콩아이스크림 맛나요 ㅎ 다른 음식들도 맛나긴 한데... 비싸요ㅜ 
제주도, 우도,2018년 12월,X,4,우도 일주와 잠수함 관광코스가 좋았음. 일주 버스 투어 중간중간 내려 도보로 둘러본 풍광은 너무 좋았다.  잠수함을 타고 본 바닷속 풍경은 신비로웠다.
제주도, 우도,2018년 8월,"서울, 대한민국",3,비싸지만 우도하면 역시 땅콩 아이스크림이라서 추천합니다. 또한 쓰레기가 많은 점 역시 주의하시기 바라며 보트타는 것 역시 추천합니다.
제주도, 우도,2018년 1월,X,2,제주 본섬보다 낫다는 추천으로 가족여행중 방문. 가족 모두 제주보다 만족스럽지 못하고 돌아감. 한바퀴 돌고 주전부리하다 돌아감.
제주도, 우도,2018년 8월,"수원, 대한민국",4,"어딜가도 풍경이 좋습니다 바이크도 좋지만 한여름엔 전기차로 도는게 좋을듯요. 한시간 반정도면 외곽으로 한바퀴 돌 수 있어요. 돌면서 경치보면 힐링이 됩니다. 배시간 잘 맞추시면 알차게 다녀올 수 있습니다.  땅콩아이스크림도 드시고, 시계반대방향으로 도는게 나은 것 같습니다. 정말 아름답습니다^^"
제주도, 우도,2018년 1월,X,5,올레길을 따라 걷다보면 산과 바다를 모두 감상할 수 있습니다. 바이크나 다른 교통수단을 대여해서 둘러보는 것도 가능합니다.
제주도, 우도,2018년 10월,"용인, 대한민국",5,요기는 배를 타고 가야 해서 접근이 쉽지는 않지만 꼭 가보시기를 바랍니다. 렌트카 가지고 가야 합니다. 가서 이륜차 빌리는 것도 좋아 보이네요 넘 넘 아름다운 섬 입니다. 가보세요
제주도, 우도,2018년 10월,X,4,제주 섬안의 섬으로 누구나 한번쯤은 가볼만 한곳.  또한 한번 가면 한번으로 만족하기 힘든 곳이다. 우도봉과 검멀레해변등 버스도 좋고 스쿠터도 좋고 하루를 여유있게 투자해서 손해보지 않는다. 특히 고소한 우도땅콩 아이스크림은 필수. 게다가 운이좋아 이즈음 동굴음악회를 함께 할 수 있다면 최고의 여행코스.
제주도, 우도,2018년 11월,X,5,우도는 제주도에서도 배를 타고 가는 만큼 물이 더욱 맑고 해변도 다양한 모래의 해변을 볼 수있어서 좋아요. 또 전기차 모는게 재밌답니다.
제주도, 우도,2018년 5월,"서울, 대한민국",5,맑고 조용해서 좋았네용 사람이 그리많지도않고 오토바이 렌트해서 돌아다니니 재미도 있고 밥먹고 카페가고 시간보내며 관광하기 좋아용
제주도, 우도,2018년 10월,"부천, 대한민국",5,우도가 볼게 많은 곳이긴 한데 배가 일찍 끊겨서 다 보기는 힘들거예요. 시간이 없다면 검멀레 해변이랑 우도 등대는 꼭 보세요. 우도 등대 옆에는 바람의 언덕이란 곳이 있는데 뷰가 정말 아름답습니당
제주도, 우도,2018년 9월,"서울, 대한민국",4,"일년에 2회정도 제주를 가는데 우도는 가지 못하다 이번에 갔습니다. 미취학아동을 동반할 경우, 렌트카를 가지고 갈 수 있어 좋았습니다. 사람이 많지 않아서 차타고 바람을 느낄 수 있어서 너무 좋은 경험을 했고, 우도안에 작은 섬들도 가볼 수 있고 특색있는 것들을 접할 수 있어서 좋았습니다. 땅콩 아이스크림과 흑돼지 꼬치등 먹거리가 한정적이긴 하지만 우도만의 특산물을 접할 수 있다는 장점이 있어 오히려 선택의 폭이 좁지만 특색있게 먹어보고 경험할 수 있어 좋았습니다. "
제주도, 우도,2018년 8월,X,5,"우도 너무 좋아해서 2번 가봤습니다. 차 가지고 들어가서 구석구석 돌아다녔어요. 서빈백사 해수욕장 물 색이 정말 이뻐요. 검멀레해안 내려다보면서 먹는 땅콩 아이스크림도 맛있었어요. 차로 이동하다가 우연히 발견한 유명하지 않은 해변에서 해수욕했는데, 사람 붐비지 않아서 좋았어요. 우도봉 경치 정말 멋져요. 꼭 가보세요."
제주도, 우도,2018년 10월,"서울, 대한민국",5,작지만 아름답고 깨끗한 섬 제주보다 더 아기자기한 매력이 있는 곳 바닷색도 예쁘고 돌담으로 둘러싸인 땅콩밭들도 예쁘다
제주도, 우도,2018년 10월,"제주, 대한민국",5,"제주의 동쪽에 자리잡은 작은섬..우도 우도봉,산호해변,동굴등등..  많은 명소가있고 요즘은 먹거리도 풍부하다. 성산항에서 도항선타고15분.."
제주도, 우도,2018년 9월,X,5,제주도는 여러번 갔어도 우도는 처음 갔어요. 왜 이제서야 우도를 간건지 할정도로 너무 좋았어요. 특히 바다가 깨끗하고 너무 이쁘더라구요. 사진 찍을곳도 많고 다음에는 우도에서 일박할 예정이예요
제주도, 우도,2017년 11월,"아산, 대한민국",5,다시 가고 싶은 곳이예요 서빈백사 해변도 참 예쁘고 섬 안에 햄버거가 꽤 맛있는 집도 있어요  차를 가지고 들어가지 못해서 아쉽기는 하지만 다음 방문 때는 일박을 하고 싶을 정도로 마음에 들었습니다
제주도, 우도,2018년 9월,"서울, 대한민국",5,검멀레해변도 멋있지만 제 기준 단연코 우도에서는 서빈백사입니다~! 바다색이 그리 투명하고 예쁘지 않을 수가 없어요! 보트도 재미나니 꼭 타고 오세요~ 땅콩아이스크림은 선택이요 ㅋ
제주도, 우도,2018년 5월,X,5,제주도에 간다고 해서 제주도만 가면 아쉬울 것 같아 주변의 섬들을 찾아보다가 우도를 보게 되어 하루동안 다녀오게 되었는데 멋있었어요
제주도, 우도,2018년 9월,X,5,제주에서 배로 15분거리 아주 가까워요. 바다 깨끗하고 전기 오토바이 자전거 등등 대여가 잘 되어있어서 반나절 코스로 딱 좋아요
제주도, 우도,2018년 9월,X,5,전기차를 렌트해서 우도를 한바퀴 돌면서 바다도 규경하고 예쁜 사진도 많이 찍었어요  카페에 앉아서 바라본 해변은 잊혀지지 않네요
제주도, 우도,2018년 8월,"서울, 대한민국",4,"난생 처음 가본 우도...  우도는 정말 아름다운 섬인 것은 맞다.,,  깨끗한 바다와 다정하게 생긴 모습이 참 친근한 느낌을 주는 섬으로 제주도와 얽힌 설화도 매우 재밌다. 제주도에서 떨어져나온 화산섬이라서 그런 듯 하다. 검은 해변, 검멜레 해수욕장은 많은 드라마에서 본 그대로 파란 바다와 어우러지는 절경이다. 다만, 배에서 내리자마자 겪게되는 스쿠터 호객행위에 넘어가 스쿠터를 이용했는데 스쿠터 대여 비용도 바가지이고(2대 65,000원) 너무 성수기인데다가 폭염으로 날씨도 너무 덥고,…"
제주도, 우도,2018년 8월,X,5,"걷기엔 무리고, 좀 둘러보고 싶다면 어쩔수 없이 전기차나 스쿠터를 렌탈해야하는데 가격이 비싸죠. 두시간에 1.5, 2, 3 만원 정도 합니다. 두시간이면 한바퀴 도는데 문제는 없지만 천천히 둘러보기엔 턱없는 시간이라, 훨씬 많은 렌탈비용이 필요합니다. 게다가 보험도 안되고 전기차나 자전거는 모르겟지만 스쿠터 상태는 정말 안좋더라구요, 다행히(?) 사람이 하도 많아서 빠르게 달릴수 없어서 덜 위험하다고나 할까요. ㅋㅋ 뭐 인스타 감성으로 이쁜 카페 들가셔서 인생샷 찍기도 좋습니다. 다만 음식값이…"
제주도, 우도,2018년 7월,"부산, 대한민국",2,물가 넘나 비싸구요..엄청덥구요.. 본섬에서 렌터카 하루3만원 꼴로 빌렸는데 여기서 전기차 반나절 빌리는데 6만원이라뇨... 음식들도 참...하....총채적 난국이구요...  아 여기 만원?만오천원주고 보트 타구 나가서 우도 구경 하는거 있는데 그건 좋았어요 귿귿 혹시나 우도 가시면 보트타는건 해볼만해요 그 까만모래 있는 해변에서 탔어요 그건 진짜 재밌었음ㅇㅇ 보트 덕분에 별 두개 주는거임...우도는 개별루
제주도, 우도,2018년 6월,"서울, 대한민국",3,이제 너무 상업화되서 예전 작은 섬이었던 우도의 느낌이 많이 퇴색됐어요. 오토바이나 자전거도 너무 많이 다니고.. 그냥 당일치기로 한바퀴 돌아보는데 의미가 있을뿐입니다. 해변도 협재가 더 낫구요
제주도, 우도,2017년 10월,"인천, 대한민국",5,제주도에 가면 거의 대부분의 사람들이 렌트를 하는데요 우도에 차를 갖고 갈 수있으니 왠만하면 렌트카를 들고들어가는걸 추천합니다~ 우도에서 유명한 수제햄버거도 먹고 경치가 너무 예뻤어요 우도는 바람이 많이불면 배를 운항을 안해서 날씨를 잘 확인하고 가시는것이 좋습니다~
제주도, 우도,2018년 5월,X,5,제주하면 여기는 꼭 들려야 하는 관광 코스다. 천해의 자연과 작은 오토바이를 대여해서 타는 재미는 꿀재미! 근데 이 오토바이 우도 섬 한바퀴 돌면 끝이니 참고해야 한다. 그냥 계속 타다간 오토바이 멈춰서 버린다.
제주도, 우도,2018년 7월,X,1,우도에 도착했다. 렌트카를 우도로 못가게 해놓았다. 더워 디지겠는데 누가 걸어다니겠는가!   걸어다닐수 없는섬 너도나도 반강제적으로 바이크를 렌탈한다. 3시간 현금 45000원! 으잉? 제주도 전기차 삼일 해서 5만원에 빌렸는데 툭툭이 같이생긴 삼륜 바이크 세시간에 45000원 이란다. 현금가로 카드는5만원!  심지어는 보험도 안된다.  그리고 지미 아이스크림 ....5천원!  빵빠레 한입먹을때마다 땅콩세개 같이 씹어라..... 그러면됨.  제주도도 물가가 비싼편이지만 정말이지 너무한다.…
제주도, 우도,2018년 6월,X,5,서로바쁜 식구들이  편안하게 쉬러가기  좋은 장소.   이른 아침에 올레길을 걷기에 너무 조용하고 멋진 풍광과 보슬비 오는 바다는 지친 마음을 쉬게합니다. 숙박하면 렌트카에 숙소이름 붙여  가지고 들어가 편안히 둘러보세요.
제주도, 우도,2018년 6월,"서울, 대한민국",5,우도는 언제 가도 좋은 곳. 제주도와는 또 다른 느낌. 성수기에는 사람 많아서 북적거리지만 타이밍 잘  피해 가면 한적하고 참 좋은 곳
제주도, 우도,2017년 12월,"제주도, 대한민국",5,제주도 동쪽끝 가장자리 위에 위치한 우도. 성산항에서 배편으로 15분정도 소요된다. 지금은 많은 상가들이 입점해서 다소 섬이란 의미가 사라지는거 같아서 아쉬워진다. 그래도 바닷바람은 어느지역보다 시원하게 느껴지는 곳^^  
제주도, 우도,2018년 5월,"서울, 대한민국",5,날씨만 좋다면...사진 포인트로도 좋고 이곳저곳 구경하기에 참 좋은 곳입니다ㅎ 제주 올 때마다 들리는곳 !! 전기오토바이들도 많아져서 이동도 수월해졌습니다!
제주도, 우도,2018년 5월,대한민국,5,전기자동차로 한바퀴 한시간정도 소요되며 바다색이 일단 말도안되게 예뻐요. 외국온 느낌이었고 시간만 더있었다면 카약도 탓을텐데라는 아쉬움도 있네요. 너무 좋았습니다
제주도, 우도,2018년 5월,X,5,오월 가벼운 옷차림으로갔다가 파카입은사람이  넘부러웠다  백사장 모래가날리고 머리카락이 눈동자를 때리고 그래도 멋진곳이다  버스투어는 휴일ㆍ날씨 춥거나 덥거나 단체많을때는 비추이다  버스가 작아서 사람이꽉차면 또기다려야하고  앉아서 창밖을 볼수있는 사람은 한정적이고 서서는 밖이 잘안보이기때문에 버스투어라할수없다  전기차렌트할때도 날씨에 따라서 선택을 잘해야할듯 ㆍ가장 이상적인건 좋은날 걸으면서  우도의맛을  느끼는거라 생각됨  
제주도, 우도,2018년 4월,"하노이, 베트남",5,제주도 오면 항상 우도를 들려요! 자유롭게 자전거나 렌트카 등을 타고 멈추고 싶은 장소에서 멈춰서 땅콩아이스크림도 사먹고 사진도 찍고 즐길 수 있어서 좋았어요! 우도봉👍
제주도, 우도,2018년 4월,"청주, 대한민국",5,다음엔 꼭 우도만 이박삼일 올래요 너무 좋아요~ 여유롭고...조용하고... 정말 힐링 제대로 되네요 ㅎ  차는 출입 안되지만 해안도로도 잘되어 있어서 우도와서 삼륜 전동차 빌려서 달리니 아주 좋았어요 ㅎ
제주도, 우도,2017년 11월,X,5,"우도에 많이들 가보셨을 것 같습니다~ 이미 많이 알려졌죠~? 저는 우도에서 걸어보시길 추천드립니다~ 전동오토바이도 재밌지만, 길도 좁고 사람도 많아서 주의를 많이 기울여야 해요~ 그러다보면 놓치는 것들이 많지 않을까 합니다. 저는 걸어다녔는데요, 물론 걸어서다니면 꽤 큰 섬으로 느껴지지만, 골목 사이사이에서 조용함을 잘 느끼고 왔습니다. 참고하세요~"
제주도, 우도,2018년 4월,X,4,"이쁜카페도 많이 생겨서 쉬면서 관광하기 좋.아요. 전기차 렌트해서 다녔더니 편하고, 버스투어로 못갔던 곳도 가니깐 좋아요."
제주도, 우도,2018년 4월,"광명, 대한민국",5,"넘나 평화로운섬 제주 성산포항에서 20문정도 배타고 들어가면 똭! 우도 사용 설명서.. 렌트카 제한을 뒀는데, 우도 안에서 전기차렌트 따로 하세요~"
제주도, 우도,2018년 4월,"서울, 대한민국",5,제주에 올때마다 찾게되는 곳입니다 . 자전거를 타고 우도 외곽을 달리는 기분은 무엇과도 바꿀수 없는 힐링이죠
제주도, 우도,2018년 4월,X,5,물고 맑고 여러 곳많아 볼것이 많았어요 친구들과 재밌게 잘 놀수 있었고 우도봉 너무 졸았어요 한적한 바다 너무 좋아요
제주도, 우도,2018년 3월,X,4,제주도에서의 또 다른 섬.. 색다른 섬. 가곳싶은 섬. 여름에는 사람들이 많아 피하는걱 좋을 듯합니다.
제주도, 우도,2018년 3월,"성남, 대한민국",3,"우도 배타고 가서 한군데 제외하곤 뱔로 볼 것이 없었다. 우도 땅꽁 아이스크림은 먹을만함,  우도 땅콩 바싸게 먹을 정도로 맛이 탁월한지는 각자의 주관적인 판단에"
제주도, 우도,2017년 9월,"대구, 대한민국",3,시원했던 뱃바람과 위트있는 버스기사님이 기억에 남네요 다음엔 여름철에 바다에 한번 들어가보고 싶네요
제주도, 우도,2017년 4월,X,4,봄에 피는 유채꽃 등이 멋진곳으로 우도의 등대도 올라 볼만하다. 이동 수단이 있으니 선택하여 이용하면 조금은 편안한 여행이 될것이다.
